model,context,layer,target_id,target_text,rank1_target,rank1_wrong,rank1_random,top3,top5,top10,rank,margin,rel_margin,win_window_deg,entry_deg,no_worse_frac,voronoi_break,bias_break,nn5_angle
EleutherAI/pythia-160m,The capital of France is,4,1052, 200,False,False,False,False,False,False,1315.0,-0.09557175636291504,-0.11201391369104385,0.0,42.37783432006836,1.0,True,False,0.15573589503765106
EleutherAI/pythia-160m,The capital of France is,4,1077, very,True,False,False,True,True,True,1.0,0.007316708564758301,0.007640520576387644,1.824228286743164,15.175771713256836,1.0,True,False,0.23920641839504242
EleutherAI/pythia-160m,The capital of France is,4,1080,ator,False,False,False,False,False,False,126.0,-0.05968230962753296,-0.06890261173248291,0.0,26.107215881347656,1.0,True,False,0.3369138836860657
EleutherAI/pythia-160m,The capital of France is,4,1104,ients,False,False,False,False,False,False,14160.0,-0.16533279418945312,-0.22194483876228333,0.0,36.92230224609375,1.0,True,False,0.37804409861564636
EleutherAI/pythia-160m,The capital of France is,4,1123,ave,False,False,False,False,False,False,603.0,-0.09047305583953857,-0.10814296454191208,0.0,30.59467887878418,1.0,True,False,0.34136632084846497
EleutherAI/pythia-160m,The capital of France is,4,1138,""">",False,False,False,False,False,False,11908.0,-0.1625525951385498,-0.2101287841796875,0.0,45.907196044921875,1.0,True,False,0.272743284702301
EleutherAI/pythia-160m,The capital of France is,4,1140, tra,False,False,False,False,False,False,286.0,-0.07123970985412598,-0.08220167458057404,0.0,30.04766273498535,1.0,True,False,0.3225400149822235
EleutherAI/pythia-160m,The capital of France is,4,1149, gu,False,False,False,False,False,False,186.0,-0.0687665343284607,-0.0786619484424591,0.0,30.878171920776367,1.0,True,False,0.3187485933303833
EleutherAI/pythia-160m,The capital of France is,4,1185, dire,False,False,False,False,False,False,8311.0,-0.14547264575958252,-0.18520225584506989,0.0,40.16441345214844,1.0,True,False,0.3393056392669678
EleutherAI/pythia-160m,The capital of France is,4,1219, Al,False,False,False,False,False,False,900.0,-0.09005063772201538,-0.10553548485040665,0.0,37.420372009277344,1.0,True,False,0.2817581295967102
EleutherAI/pythia-160m,The capital of France is,4,1223, while,False,False,False,False,False,False,34.0,-0.03825855255126953,-0.042681414633989334,0.0,23.9148006439209,1.0,True,False,0.2684856355190277
EleutherAI/pythia-160m,The capital of France is,4,1239, read,False,False,False,False,False,False,26.0,-0.03715139627456665,-0.04138348996639252,0.0,23.499990463256836,1.0,True,False,0.2907528579235077
EleutherAI/pythia-160m,The capital of France is,4,1251,ng,False,False,False,False,False,False,4351.0,-0.13063496351242065,-0.16400662064552307,0.0,36.671852111816406,1.0,True,False,0.3534139096736908
EleutherAI/pythia-160m,The capital of France is,4,1427,ulation,False,False,False,False,False,False,1143.0,-0.09683924913406372,-0.11678583174943924,0.0,32.3012809753418,1.0,True,False,0.27753791213035583
EleutherAI/pythia-160m,The capital of France is,4,1434,acter,False,False,False,False,False,False,2455.0,-0.10906463861465454,-0.13550910353660583,0.0,33.33473205566406,1.0,True,False,0.34446418285369873
EleutherAI/pythia-160m,The capital of France is,4,1450,::,False,False,False,False,False,False,139.0,-0.06269389390945435,-0.0730518251657486,0.0,25.691776275634766,1.0,True,False,0.3603542149066925
EleutherAI/pythia-160m,The capital of France is,4,1453, control,False,False,False,False,False,False,211.0,-0.06489908695220947,-0.07526689022779465,0.0,26.5103759765625,1.0,True,False,0.26845118403434753
EleutherAI/pythia-160m,The capital of France is,4,1460, pur,False,False,False,False,False,False,39.0,-0.03864973783493042,-0.0430527999997139,0.0,24.13654899597168,1.0,True,False,0.3307362496852875
