model,context,layer,target_id,target_text,rank1_target,rank1_wrong,rank1_random,top3,top5,top10,rank,margin,rel_margin,win_window_deg,entry_deg,no_worse_frac,voronoi_break,bias_break,nn5_angle
EleutherAI/pythia-160m,The capital of France is,7,264,ed,True,False,False,True,True,True,1.0,0.1618671417236328,0.07465774565935135,19.632465362548828,25.367534637451172,1.0,True,False,0.3832164406776428
EleutherAI/pythia-160m,The capital of France is,7,268, p,True,False,False,True,True,True,1.0,0.06568455696105957,0.030443724244832993,14.464075088500977,30.535924911499023,1.0,True,False,0.2971888482570648
EleutherAI/pythia-160m,The capital of France is,7,270, b,True,False,False,True,True,True,1.0,0.050635337829589844,0.023470647633075714,14.079862594604492,30.920137405395508,1.0,True,False,0.2852404713630676
EleutherAI/pythia-160m,The capital of France is,7,324,ad,True,False,False,True,True,True,1.0,0.07491064071655273,0.03473024442791939,18.299964904785156,26.700035095214844,1.0,True,False,0.3336738049983978
EleutherAI/pythia-160m,The capital of France is,7,351,od,True,False,False,True,True,True,1.0,0.14909029006958008,0.06791047751903534,25.972396850585938,19.027603149414062,1.0,True,False,0.3438238501548767
EleutherAI/pythia-160m,The capital of France is,7,359, we,True,False,False,True,True,True,1.0,0.06906843185424805,0.03214261680841446,12.619270324707031,32.38072967529297,1.0,True,False,0.2921333611011505
EleutherAI/pythia-160m,The capital of France is,7,369, was,True,False,False,True,True,True,1.0,0.03444862365722656,0.016037434339523315,9.98483657836914,35.01516342163086,1.0,True,False,0.2522128224372864
EleutherAI/pythia-160m,The capital of France is,7,389, com,True,False,False,True,True,True,1.0,0.13632464408874512,0.06144558638334274,29.807918548583984,15.192082405090332,1.0,True,False,0.3241788446903229
EleutherAI/pythia-160m,The capital of France is,7,398,ers,True,False,False,True,True,True,1.0,0.14829039573669434,0.06817398965358734,19.94112205505371,25.05887794494629,1.0,True,False,0.3766348659992218
EleutherAI/pythia-160m,The capital of France is,7,416, R,True,False,False,True,True,True,1.0,0.06483912467956543,0.030082762241363525,16.10011100769043,28.89988899230957,1.0,True,False,0.2701759934425354
